"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","barrel"
"FF",2019-04-09,96.4,-2.1647,6.0095,"Gio Urshela",570482,543037,"walk","ball",NA,NA,NA,NA,11,"Gio Urshela walks.","R","R","R","HOU","NYY","B",NA,NA,3,1,2019,-0.8365,1.6051,-0.2925,4.6636,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,455139,NA,"190410_005208",6.8036,-140.0899,-1.5122,-12.5047,35.7748,-11.3906,3.2918,1.535,NA,NA,NA,95.232,2434,5.984,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.5158,NA,NA,0.7,1,0,0,NA,17,5,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",NA
"KC",2019-04-09,82.2,-2.0793,5.9573,"Gio Urshela",570482,543037,NA,"ball",NA,NA,NA,NA,14,NA,"R","R","R","HOU","NYY","B",NA,NA,2,1,2019,0.9154,-1.277,1.646,-0.7508,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,455139,NA,"190410_005144",6.6163,-119.2151,-6.0302,7.0205,26.1535,-42.9468,3.4062,1.535,NA,NA,NA,80.734,2833,5.796,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.7039,NA,NA,NA,NA,NA,NA,NA,17,4,"Knuckle Curve",1,1,1,1,1,1,1,1,"Standard","Standard",NA
"FF",2019-04-09,96.1,-2.1729,6.0194,"Gio Urshela",570482,543037,NA,"ball",NA,NA,NA,NA,14,NA,"R","R","R","HOU","NYY","B",NA,NA,1,1,2019,-0.8722,1.9405,0.9883,2.0799,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,455139,NA,"190410_005129",10.2435,-139.1828,-9.0282,-13.648,33.7615,-5.3933,3.371,1.535,NA,NA,NA,94.989,2540,6.089,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.4103,NA,NA,NA,NA,NA,NA,NA,17,3,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",NA
"FF",2019-04-09,95,-2.0118,6.033,"Gio Urshela",570482,543037,NA,"swinging_strike",NA,NA,NA,NA,12,NA,"R","R","R","HOU","NYY","S",NA,NA,1,0,2019,-0.9788,1.6615,0.1964,3.5418,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,455139,NA,"190410_005114",7.9019,-138.0173,-4.4701,-14.1904,32.715,-10.4495,3.371,1.535,NA,NA,NA,94.191,2550,6.052,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.4473,NA,NA,NA,NA,NA,NA,NA,17,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",NA
"FF",2019-04-09,93.4,-2.0098,6.1424,"Gio Urshela",570482,543037,NA,"ball",NA,NA,NA,NA,11,NA,"R","R","R","HOU","NYY","B",NA,NA,0,0,2019,-1.1666,1.4108,-0.1369,3.6821,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,455139,NA,"190410_005059",7.3906,-135.7112,-3.6247,-16.0771,32.2372,-14.2266,3.31,1.535,NA,NA,NA,93.048,2563,6.356,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.1434,NA,NA,NA,NA,NA,NA,NA,17,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",NA
"FF",2019-04-09,99,-2.1131,5.936,"Clint Frazier",640449,543037,"strikeout","swinging_strike",NA,NA,NA,NA,11,"Clint Frazier strikes out swinging.","R","R","R","HOU","NYY","S",2,NA,2,2,2019,-0.7812,1.6964,-0.1312,3.5446,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,455139,NA,"190410_003112",7.1912,-143.7327,-4.9165,-12.5537,38.156,-8.0098,3.306,1.565,NA,NA,NA,97.994,2527,6.181,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.3181,NA,NA,0,1,0,0,NA,10,5,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",NA
"CH",2019-04-09,88.1,-2.1679,5.8648,"Clint Frazier",640449,543037,NA,"foul",NA,NA,NA,NA,4,NA,"R","R","R","HOU","NYY","S",NA,NA,2,1,2019,-1.1948,0.9908,-0.7375,2.1556,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,455139,NA,"190410_003048",6.038,-128.2628,-5.04,-14.5975,26.4737,-20.2573,3.341,1.565,151,95.8,10.1,88.826,1660,6.708,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,53.7912,NA,NA,NA,NA,NA,NA,NA,10,4,"Changeup",0,1,1,0,1,0,1,0,"Standard","Standard",0
"FF",2019-04-09,97,-2.0614,5.8919,"Clint Frazier",640449,543037,NA,"foul",NA,NA,NA,NA,4,NA,"R","R","R","HOU","NYY","S",NA,NA,2,0,2019,-0.8554,1.5061,-0.4889,2.711,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,455139,NA,"190410_003025",6.2023,-141.0386,-6.4355,-12.9257,33.2166,-10.6819,3.2536,1.565,187,70.4,28.2,97.258,2370,6.56,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,53.9397,NA,NA,NA,NA,NA,NA,NA,10,3,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",0
"KC",2019-04-09,82.2,-2.1727,5.8991,"Clint Frazier",640449,543037,NA,"ball",NA,NA,NA,NA,11,NA,"R","R","R","HOU","NYY","B",NA,NA,1,0,2019,1.1194,-0.9349,-0.7442,3.7918,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,455139,NA,"190410_003007",1.1263,-119.4191,3.4951,10.0402,24.8725,-41.7727,3.2798,1.565,NA,NA,NA,80.387,2703,5.32,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,55.1796,NA,NA,NA,NA,NA,NA,NA,10,2,"Knuckle Curve",0,1,1,0,1,0,1,0,"Standard","Standard",NA
"KC",2019-04-09,82,-2.0403,6.0204,"Clint Frazier",640449,543037,NA,"ball",NA,NA,NA,NA,11,NA,"R","R","R","HOU","NYY","B",NA,NA,0,0,2019,1.09,-1.2757,-0.9452,4.949,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,455139,NA,"190410_002946",0.4227,-118.8341,6.5721,9.7682,27.4858,-45.5541,3.2844,1.535,NA,NA,NA,79.796,2946,5.47,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,55.0292,NA,NA,NA,NA,NA,NA,NA,10,1,"Knuckle Curve",0,1,1,0,1,0,1,0,"Standard","Standard",NA
"SL",2019-04-09,90.5,-2.07,6.0158,"DJ LeMahieu",518934,543037,"field_out","hit_into_play",NA,NA,NA,NA,6,"DJ LeMahieu lines out sharply to center fielder George Springer.","R","R","R","HOU","NYY","X",8,"line_drive",0,1,2019,0.6251,0.7189,0.3878,2.6284,NA,NA,NA,1,2,"Top",147.9,73.64,NA,NA,455139,NA,"190410_002927",4.7859,-131.6758,-4.0099,6.1862,27.1669,-23.3269,3.1203,1.565,302,104.8,15.3,89.967,2553,5.905,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.5944,0.582,0.604,0,1,0,0,5,9,2,"Slider",0,1,1,0,1,0,1,0,"Standard","Strategic",0
"FF",2019-04-09,95.8,-1.9803,5.9918,"DJ LeMahieu",518934,543037,NA,"called_strike",NA,NA,NA,NA,5,NA,"R","R","R","HOU","NYY","S",NA,NA,0,0,2019,-0.9237,1.5139,0.0475,2.5623,NA,NA,NA,1,2,"Top",NA,NA,NA,NA,455139,NA,"190410_002902",7.3724,-139.1172,-6.7455,-13.5606,32.5028,-11.4339,3.2847,1.627,NA,NA,NA,95.063,2492,6.069,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.4302,NA,NA,NA,NA,NA,NA,NA,9,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",NA
"KC",2019-04-09,82.7,-2.014,6.0061,"Gleyber Torres",650402,543037,"strikeout","swinging_strike",NA,NA,NA,NA,13,"Gleyber Torres strikes out swinging.","R","R","R","HOU","NYY","S",2,NA,0,2,2019,0.9938,-1.064,-0.4302,0.8745,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,455139,NA,"190410_002833",1.7077,-120.1851,-3.0793,8.905,25.3881,-41.7295,3.411,1.565,NA,NA,NA,81.02,2889,5.421,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,55.0786,NA,NA,0,1,0,0,NA,8,3,"Knuckle Curve",0,1,1,0,1,0,1,0,"Infield shift","Standard",NA
"FF",2019-04-09,96,-1.8829,6.095,"Gleyber Torres",650402,543037,NA,"swinging_strike",NA,NA,NA,NA,1,NA,"R","R","R","HOU","NYY","S",NA,NA,0,1,2019,-0.8993,1.605,-0.4661,3.3075,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,455139,NA,"190410_002815",5.7291,-139.5439,-5.2989,-12.9385,33.3268,-10.5021,3.411,1.565,NA,NA,NA,95.24,2466,6.048,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.4518,NA,NA,NA,NA,NA,NA,NA,8,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard",NA
"KC",2019-04-09,82.1,-2.1673,6.0337,"Gleyber Torres",650402,543037,NA,"called_strike",NA,NA,NA,NA,2,NA,"R","R","R","HOU","NYY","S",NA,NA,0,0,2019,1.1146,-0.7181,0.2742,2.8136,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,455139,NA,"190410_002803",3.3786,-119.3769,0.6651,9.623,25.122,-39.2446,3.0514,1.5387,NA,NA,NA,80.811,2826,5.663,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.8366,NA,NA,NA,NA,NA,NA,NA,8,1,"Knuckle Curve",0,1,1,0,1,0,1,0,"Infield shift","Standard",NA
"SL",2019-04-09,90.9,-2.1146,5.9929,"Gary Sanchez",596142,543037,"strikeout","swinging_strike",NA,NA,NA,NA,14,"Gary Sanchez strikes out swinging.","R","R","R","HOU","NYY","S",2,NA,3,2,2019,0.3834,0.4335,0.7477,1.1032,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,455139,NA,"190410_001627",6.2941,-132.1005,-7.1715,3.1083,27.163,-25.9604,3.3032,1.589,NA,NA,NA,89.979,2534,5.719,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.7806,NA,NA,0,1,0,0,NA,4,6,"Slider",0,1,1,0,1,0,1,0,"Infield shift","Standard",NA
"FF",2019-04-09,96.6,-2.0171,5.9065,"Gary Sanchez",596142,543037,NA,"called_strike",NA,NA,NA,NA,6,NA,"R","R","R","HOU","NYY","S",NA,NA,3,1,2019,-0.946,1.6611,0.2909,2.1262,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,455139,NA,"190410_001607",8.2803,-140.1892,-8.1958,-14.3995,34.0753,-8.6646,3.2859,1.589,NA,NA,NA,96.094,2539,6.319,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.1806,NA,NA,NA,NA,NA,NA,NA,4,5,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard",NA
"SL",2019-04-09,87.7,-2.1499,5.9358,"Gary Sanchez",596142,543037,NA,"ball",NA,NA,NA,NA,1,NA,"R","R","R","HOU","NYY","B",NA,NA,2,1,2019,0.433,0.4397,-0.7971,3.248,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,455139,NA,"190410_001548",2.3727,-127.6761,-1.2786,4.1756,25.389,-27.4385,3.1564,1.589,NA,NA,NA,86.994,2554,5.738,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.7611,NA,NA,NA,NA,NA,NA,NA,4,4,"Slider",0,1,1,0,1,0,1,0,"Infield shift","Standard",NA
"FF",2019-04-09,96.5,-2.0306,5.9553,"Gary Sanchez",596142,543037,NA,"ball",NA,NA,NA,NA,11,NA,"R","R","R","HOU","NYY","B",NA,NA,1,1,2019,-0.7809,1.7515,-1.0287,4.2421,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,455139,NA,"190410_001526",4.4192,-140.3736,-2.8813,-11.2824,35.2732,-8.8843,3.3204,1.589,NA,NA,NA,95.822,2564,6.168,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.3312,NA,NA,NA,NA,NA,NA,NA,4,3,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard",NA
"KC",2019-04-09,82.5,-2.0601,6.0228,"Gary Sanchez",596142,543037,NA,"called_strike",NA,NA,NA,NA,5,NA,"R","R","R","HOU","NYY","S",NA,NA,1,0,2019,0.7686,-1.0508,0.212,2.1476,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,455139,NA,"190410_001509",3.6575,-119.8576,-0.21,6.3422,26.2763,-42.1825,3.355,1.589,NA,NA,NA,80.895,2840,5.59,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.9099,NA,NA,NA,NA,NA,NA,NA,4,2,"Knuckle Curve",0,1,1,0,1,0,1,0,"Infield shift","Standard",NA
"FF",2019-04-09,95.9,-2.0563,6.0195,"Gary Sanchez",596142,543037,NA,"ball",NA,NA,NA,NA,11,NA,"R","R","R","HOU","NYY","B",NA,NA,0,0,2019,-0.7003,1.713,-0.8161,3.8811,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,455139,NA,"190410_001454",4.8659,-139.5493,-3.868,-10.2812,34.8137,-9.2697,3.217,1.5459,NA,NA,NA,95.547,2559,6.333,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.1668,NA,NA,NA,NA,NA,NA,NA,4,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard",NA
"FF",2019-04-09,96.3,-2.0889,5.9665,"Luke Voit",572228,543037,"home_run","hit_into_play_score",NA,NA,NA,NA,6,"Luke Voit homers (3) on a fly ball to center field.","R","R","R","HOU","NYY","X",NA,"fly_ball",0,0,2019,-0.9684,1.5771,0.3682,2.8384,NA,NA,NA,2,1,"Top",142.39,28.29,NA,NA,455139,NA,"190410_001411",8.6327,-139.6695,-6.0815,-14.6824,37.6375,-10.6881,3.49,1.6,412,109.4,29.8,94.796,2705,6.049,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.4507,0.979,1.977,2,1,0,3,6,3,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",1
"FF",2019-04-09,95.3,-2,5.9822,"Aaron Judge",592450,543037,"field_out","hit_into_play",NA,NA,NA,NA,4,"Aaron Judge grounds out sharply, shortstop Carlos Correa to first baseman Yuli Gurriel.","R","R","R","HOU","NYY","X",6,"ground_ball",0,0,2019,-0.9857,1.5816,-0.2927,2.7942,NA,NA,NA,1,1,"Top",104.23,149.17,NA,NA,455139,NA,"190410_001326",6.595,-138.2964,-6.0519,-14.0031,35.9347,-11.1608,3.49,1.601,92,110.4,3.5,93.704,2399,5.88,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.6197,0.613,0.575,0,1,0,0,4,2,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",0
"KC",2019-04-09,82.8,-2.2349,5.9868,"Brett Gardner",458731,543037,"field_out","hit_into_play",NA,NA,NA,NA,8,"Brett Gardner grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.","R","L","R","HOU","NYY","X",6,"ground_ball",0,2,2019,0.9114,-0.9938,-0.2173,1.707,NA,NA,NA,0,1,"Top",138.26,144.09,NA,NA,455139,NA,"190410_001237",2.8356,-120.358,-1.3045,7.8685,26.1891,-41.4401,3.756,1.746,139,91.5,7.5,80.95,2868,5.362,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,55.1371,0.482,0.435,0,1,0,0,4,1,4,"Knuckle Curve",0,0,0,0,0,0,0,0,"Infield shift","Strategic",0
"FF",2019-04-09,97.1,-2.324,5.9762,"Brett Gardner",458731,543037,NA,"foul",NA,NA,NA,NA,1,NA,"R","L","R","HOU","NYY","S",NA,NA,0,2,2019,-1.0254,1.6554,-0.5681,3.3483,NA,NA,NA,0,1,"Top",NA,NA,NA,NA,455139,NA,"190410_001210",6.9889,-141.0052,-5.1442,-15.2188,35.9465,-9.426,3.319,1.513,NA,NA,NA,96.099,2505,6.105,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.3945,NA,NA,NA,NA,NA,NA,NA,1,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Strategic",NA
"FF",2019-04-09,95.7,-2.2776,5.9055,"Brett Gardner",458731,543037,NA,"called_strike",NA,NA,NA,NA,5,NA,"R","L","R","HOU","NYY","S",NA,NA,0,1,2019,-1.1464,1.6371,0.1405,2.5219,NA,NA,NA,0,1,"Top",NA,NA,NA,NA,455139,NA,"190410_001152",8.8951,-138.7918,-6.8412,-16.8043,34.617,-9.89,3.0138,1.5043,NA,NA,NA,94.698,2558,6.153,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.3469,NA,NA,NA,NA,NA,NA,NA,1,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",NA
"FF",2019-04-09,95.3,-2.1407,6.086,"Brett Gardner",458731,543037,NA,"called_strike",NA,NA,NA,NA,8,NA,"R","L","R","HOU","NYY","S",NA,NA,0,0,2019,-0.8516,1.7836,0.2668,1.9008,NA,NA,NA,0,1,"Top",NA,NA,NA,NA,455139,NA,"190410_001136",8.156,-138.1318,-9.1496,-12.7316,34.2941,-7.7336,2.9565,1.513,NA,NA,NA,94.13,2598,6.083,565610,543037,455139,493329,514888,608324,621043,643393,543807,502210,54.4163,NA,NA,NA,NA,NA,NA,NA,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",NA
"FF",2019-04-14,98.1,-2.2472,5.8014,"Daniel Vogelbach",596129,543037,"strikeout","called_strike",NA,NA,NA,NA,13,"Daniel Vogelbach called out on strikes.","R","L","R","SEA","HOU","S",2,NA,3,2,2019,-0.9877,1.5166,-0.9115,2.3707,NA,NA,NA,2,6,"Bot",NA,NA,NA,NA,545358,NA,"190414_215610",5.8409,-142.5296,-7.1816,-14.6983,34.9906,-10.2878,3.371,1.5904,NA,NA,NA,97.303,2526,6.078,566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,54.422,NA,NA,0,1,0,0,NA,45,6,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Infield shift","Standard",NA
"FF",2019-04-14,97.9,-2.128,5.7762,"Daniel Vogelbach",596129,543037,NA,"swinging_strike",NA,NA,NA,NA,3,NA,"R","L","R","SEA","HOU","S",NA,NA,3,1,2019,-0.5861,1.6225,0.5235,3.0931,NA,NA,NA,2,6,"Bot",NA,NA,NA,NA,545358,NA,"190414_215553",8.5626,-142.3306,-5.53,-10.0435,33.7438,-8.8894,3.371,1.535,NA,NA,NA,98.229,2528,6.599,566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,53.9009,NA,NA,NA,NA,NA,NA,NA,45,5,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Infield shift","Standard",NA
"KC",2019-04-14,83.3,-2.1505,5.7658,"Daniel Vogelbach",596129,543037,NA,"ball",NA,NA,NA,NA,14,NA,"R","L","R","SEA","HOU","B",NA,NA,2,1,2019,0.8909,-1.0288,0.5195,0.7474,NA,NA,NA,2,6,"Bot",NA,NA,NA,NA,545358,NA,"190414_215531",4.3594,-120.9589,-2.9693,7.4627,26.4412,-41.5329,3.371,1.6474,NA,NA,NA,81.549,2894,5.496,566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,55.0031,NA,NA,NA,NA,NA,NA,NA,45,4,"Knuckle Curve",2,2,2,2,2,2,2,2,"Infield shift","Standard",NA
"SL",2019-04-14,89.5,-2.0798,5.7337,"Daniel Vogelbach",596129,543037,NA,"ball",NA,NA,NA,NA,14,NA,"R","L","R","SEA","HOU","B",NA,NA,1,1,2019,0.7343,0.0844,1.4839,1.9557,NA,NA,NA,2,6,"Bot",NA,NA,NA,NA,545358,NA,"190414_215510",7.1851,-129.9815,-3.4157,6.5801,27.889,-30.7624,3.371,1.5561,NA,NA,NA,88.288,2655,5.694,566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,54.8055,NA,NA,NA,NA,NA,NA,NA,45,3,"Slider",2,2,2,2,2,2,2,2,"Infield shift","Standard",NA
"SL",2019-04-14,89.7,-2.3332,5.7496,"Daniel Vogelbach",596129,543037,NA,"ball",NA,NA,NA,NA,13,NA,"R","L","R","SEA","HOU","B",NA,NA,0,1,2019,0.0293,0.6009,-1.0608,2.0802,NA,NA,NA,2,6,"Bot",NA,NA,NA,NA,545358,NA,"190414_215455",3.0507,-130.5505,-4.3194,-0.2691,25.6028,-24.8137,3.371,1.5729,NA,NA,NA,88.974,2588,5.676,566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,54.8236,NA,NA,NA,NA,NA,NA,NA,45,2,"Slider",2,2,2,2,2,2,2,2,"Infield shift","Standard",NA
"FF",2019-04-14,95.7,-2.2194,5.7715,"Daniel Vogelbach",596129,543037,NA,"called_strike",NA,NA,NA,NA,9,NA,"R","L","R","SEA","HOU","S",NA,NA,0,0,2019,-0.9099,1.341,0.6381,1.8665,NA,NA,NA,2,6,"Bot",NA,NA,NA,NA,545358,NA,"190414_215425",9.5037,-138.8113,-7.5979,-13.7773,30.8932,-13.5227,3.6329,1.7143,NA,NA,NA,95.083,2397,6.096,566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,54.4032,NA,NA,NA,NA,NA,NA,NA,45,1,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Infield shift","Standard",NA
"FF",2019-04-14,94.4,-2.0699,5.8243,"Domingo Santana",570267,543037,"field_out","hit_into_play",NA,NA,NA,NA,5,"Domingo Santana pops out to first baseman Yuli Gurriel in foul territory.","R","R","R","SEA","HOU","X",3,"popup",1,0,2019,-0.6274,1.609,0.092,2.7049,NA,NA,NA,1,6,"Bot",177.2,172.48,NA,NA,545358,NA,"190414_215357",6.9511,-137.1905,-5.8964,-9.3644,30.5997,-11.0538,3.371,1.535,191,101.9,64.4,93.72,2323,5.978,566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,54.5211,0.005,0.006,0,1,0,0,3,44,2,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Infield shift","Standard",0
"KC",2019-04-14,78,-2.1227,5.8209,"Domingo Santana",570267,543037,NA,"ball",NA,NA,NA,NA,13,NA,"R","R","R","SEA","HOU","B",NA,NA,0,0,2019,0.896,-1.234,-1.4331,2.8608,NA,NA,NA,1,6,"Bot",NA,NA,NA,NA,545358,NA,"190414_215331",-0.1247,-113.3289,2.7798,7.5208,22.6427,-43.324,3.9231,1.8679,NA,NA,NA,76.767,2719,5.699,566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,54.8003,NA,NA,NA,NA,NA,NA,NA,44,1,"Knuckle Curve",2,2,2,2,2,2,2,2,"Infield shift","Standard",NA
"FF",2019-04-14,97.5,-2.3645,5.6692,"Mitch Haniger",571745,543037,"strikeout","swinging_strike",NA,NA,NA,NA,1,"Mitch Haniger strikes out swinging.","R","R","R","SEA","HOU","S",2,NA,3,2,2019,-0.7708,1.634,-0.6583,3.5153,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,545358,NA,"190414_215309",6.2874,-141.7341,-3.9485,-11.6842,32.1152,-9.7608,3.467,1.589,NA,NA,NA,96.891,2519,5.979,566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,54.5203,NA,NA,0,1,0,0,NA,43,6,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Infield shift","Standard",NA
"FF",2019-04-14,96.5,-2.1387,5.7213,"Mitch Haniger",571745,543037,NA,"called_strike",NA,NA,NA,NA,9,NA,"R","R","R","SEA","HOU","S",NA,NA,3,1,2019,-0.8551,1.4401,0.4074,2.1173,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,545358,NA,"190414_215249",8.626,-140.1112,-7.2275,-12.9653,28.4033,-12.027,3.3695,1.655,NA,NA,NA,96.219,2438,6.021,566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,54.4781,NA,NA,NA,NA,NA,NA,NA,43,5,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Infield shift","Standard",NA
"FF",2019-04-14,95.6,-1.9976,5.8111,"Mitch Haniger",571745,543037,NA,"ball",NA,NA,NA,NA,14,NA,"R","R","R","SEA","HOU","B",NA,NA,2,1,2019,-0.6816,1.3526,0.9236,2.1548,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,545358,NA,"190414_215232",9.1629,-138.8867,-7.0121,-10.6799,28.7252,-13.5021,3.4784,1.5757,NA,NA,NA,95.372,2370,6.076,566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,54.4233,NA,NA,NA,NA,NA,NA,NA,43,4,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Infield shift","Standard",NA
"SL",2019-04-14,88.8,-2.2132,5.7745,"Mitch Haniger",571745,543037,NA,"called_strike",NA,NA,NA,NA,9,NA,"R","R","R","SEA","HOU","S",NA,NA,2,0,2019,0.5867,0.3694,0.6518,2.1461,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,545358,NA,"190414_215214",5.7657,-129.2421,-3.6513,5.5069,23.0398,-27.6132,3.4587,1.5887,NA,NA,NA,88.667,2677,5.875,566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,54.6249,NA,NA,NA,NA,NA,NA,NA,43,3,"Slider",2,2,2,2,2,2,2,2,"Infield shift","Standard",NA
"KC",2019-04-14,78.8,-2.0959,5.8216,"Mitch Haniger",571745,543037,NA,"ball",NA,NA,NA,NA,8,NA,"R","R","R","SEA","HOU","B",NA,NA,1,0,2019,1.0681,-1.3097,-0.0388,1.509,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,545358,NA,"190414_215157",2.5033,-114.5421,-0.1472,8.659,22.0331,-43.616,3.3726,1.6267,NA,NA,NA,77.651,2793,5.626,566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,54.8732,NA,NA,NA,NA,NA,NA,NA,43,2,"Knuckle Curve",2,2,2,2,2,2,2,2,"Infield shift","Standard",NA
"FF",2019-04-14,94.8,-2.3678,5.8275,"Mitch Haniger",571745,543037,NA,"ball",NA,NA,NA,NA,11,NA,"R","R","R","SEA","HOU","B",NA,NA,0,0,2019,-0.5703,1.4926,-1.2501,3.6726,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,545358,NA,"190414_215139",4.1456,-138.0214,-3.2585,-8.0815,29.0838,-12.8485,3.467,1.5783,NA,NA,NA,94.421,2451,5.919,566380,543037,545358,493329,514888,608324,621043,488726,643393,543807,54.5807,NA,NA,NA,NA,NA,NA,NA,43,1,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Infield shift","Standard",NA
