"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","barrel"
"CU",2019-04-04,80.6,-2.537,6.0444,"Michael Conforto",624424,544931,NA,"ball",NA,NA,NA,NA,13,NA,"R","L","R","NYM","WSH","B",NA,NA,0,1,2019,0.876,-0.478,-1.2464,2.1946,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,543228,NA,"190404_191830",1.2144,-117.4632,-1.0202,7.8438,21.8128,-36.6068,3.0054,1.4263,NA,NA,NA,80.616,2801,6.172,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,54.3271,NA,NA,NA,NA,NA,NA,NA,47,2,"Curveball",0,2,0,2,2,0,0,2,"Standard","Standard",NA
"CU",2019-04-04,79.7,-2.4452,6.0142,"Michael Conforto",624424,544931,NA,"foul",NA,NA,NA,NA,9,NA,"R","L","R","NYM","WSH","S",NA,NA,0,0,2019,1.0719,-0.6245,0.8246,1.9747,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,543228,NA,"190404_191807",5.1728,-115.9715,-0.8922,8.5223,23.9296,-37.8146,3.411,1.565,8,68.3,-13.1,79.425,2627,6.335,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,54.1642,NA,NA,NA,NA,NA,NA,NA,47,1,"Curveball",0,2,0,2,2,0,0,2,"Standard","Standard",0
"FF",2019-04-04,93.1,-2.2332,5.908,"Robinson Cano",429664,544931,"field_out","hit_into_play",NA,NA,NA,NA,12,"Robinson Cano flies out to left fielder Juan Soto.","R","L","R","NYM","WSH","X",7,"fly_ball",2,0,2019,-0.7664,1.2833,0.9488,2.8318,NA,NA,NA,2,6,"Bot",89.86,117.7,NA,NA,543228,NA,"190404_190434",10.0139,-135.3934,-5.0826,-11.7574,28.2279,-15.0966,3.411,1.565,214,73.2,48,94.418,2000,6.991,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.5086,0.132,0.115,0,1,0,0,3,42,3,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Strategic","Standard",0
"FT",2019-04-04,93.6,-2.4025,5.9547,"Robinson Cano",429664,544931,NA,"ball",NA,NA,NA,NA,11,NA,"R","L","R","NYM","WSH","B",NA,NA,1,0,2019,-1.4437,0.6686,-1.6633,3.0731,NA,NA,NA,2,6,"Bot",NA,NA,NA,NA,543228,NA,"190404_190401",5.1839,-136.295,-3.2565,-19.3908,28.1927,-23.2003,3.4839,1.6842,NA,NA,NA,94.669,2024,6.743,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.7563,NA,NA,NA,NA,NA,NA,NA,42,2,"2-Seam Fastball",0,2,0,2,2,0,0,2,"Strategic","Standard",NA
"CU",2019-04-04,78.6,-2.4839,5.924,"Robinson Cano",429664,544931,NA,"ball",NA,NA,NA,NA,13,NA,"R","L","R","NYM","WSH","B",NA,NA,0,0,2019,1.3893,-0.7097,-0.9948,2.2466,NA,NA,NA,2,6,"Bot",NA,NA,NA,NA,543228,NA,"190404_190342",0.744,-114.1185,0.2626,11.3148,24.945,-38.4246,3.4348,1.635,NA,NA,NA,76.217,2654,5.118,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,55.3812,NA,NA,NA,NA,NA,NA,NA,42,1,"Curveball",0,2,0,2,2,0,0,2,"Strategic","Standard",NA
"CU",2019-04-04,80.6,-2.3774,6.0232,"Pete Alonso",624413,544931,"strikeout","swinging_strike",NA,NA,NA,NA,14,"Pete Alonso strikes out swinging.","R","R","R","NYM","WSH","S",2,NA,2,2,2019,0.9842,-0.887,1.0884,1.6063,NA,NA,NA,1,6,"Bot",NA,NA,NA,NA,543228,NA,"190404_190304",5.8233,-117.1586,-1.3541,7.6697,25.3677,-40.1816,3.371,1.535,NA,NA,NA,79.975,2429,6.251,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,54.2481,NA,NA,0,1,0,0,NA,41,6,"Curveball",0,2,0,2,2,0,0,2,"Standard","Standard",NA
"CH",2019-04-04,87.2,-2.4662,5.8943,"Pete Alonso",624413,544931,NA,"foul",NA,NA,NA,NA,13,NA,"R","R","R","NYM","WSH","S",NA,NA,2,2,2019,-1.5393,0.4093,-1.1843,1.687,NA,NA,NA,1,6,"Bot",NA,NA,NA,NA,543228,NA,"190404_190231",6.3231,-126.7795,-4.7937,-18.0726,27.0317,-26.9117,3.49,1.601,NA,NA,NA,87.569,1573,6.667,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.8324,NA,NA,NA,NA,NA,NA,NA,41,5,"Changeup",0,2,0,2,2,0,0,2,"Standard","Standard",NA
"FT",2019-04-04,94.2,-2.2925,5.9542,"Pete Alonso",624413,544931,NA,"ball",NA,NA,NA,NA,11,NA,"R","R","R","NYM","WSH","B",NA,NA,1,2,2019,-1.1233,0.9456,-0.9422,3.9769,NA,NA,NA,1,6,"Bot",NA,NA,NA,NA,543228,NA,"190404_190206",6.1206,-137.2708,-1.6113,-15.7992,29.8065,-19.828,3.2139,1.5613,NA,NA,NA,95.386,1995,6.855,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.6446,NA,NA,NA,NA,NA,NA,NA,41,4,"2-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",NA
"CH",2019-04-04,86.9,-2.301,5.9804,"Pete Alonso",624413,544931,NA,"foul",NA,NA,NA,NA,14,NA,"R","R","R","NYM","WSH","S",NA,NA,1,1,2019,-1.1861,0.1198,0.1273,1.3676,NA,NA,NA,1,6,"Bot",NA,NA,NA,NA,543228,NA,"190404_190130",8.3958,-126.4871,-5.2552,-14.6016,22.4184,-30.079,3.49,1.601,NA,NA,NA,88.4,1517,6.919,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.5804,NA,NA,NA,NA,NA,NA,NA,41,3,"Changeup",0,2,0,2,2,0,0,2,"Standard","Standard",NA
"FT",2019-04-04,93.9,-2.2667,6.0124,"Pete Alonso",624413,544931,NA,"ball",NA,NA,NA,NA,14,NA,"R","R","R","NYM","WSH","B",NA,NA,0,1,2019,-1.1508,1.1946,2.5627,2.3178,NA,NA,NA,1,6,"Bot",NA,NA,NA,NA,543228,NA,"190404_190105",15.1082,-135.8745,-6.4833,-17.6475,28.6333,-15.9839,3.2148,1.5367,NA,NA,NA,94.21,2025,6.693,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.8069,NA,NA,NA,NA,NA,NA,NA,41,2,"2-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",NA
"CU",2019-04-04,80.3,-2.3094,6.0078,"Pete Alonso",624413,544931,NA,"called_strike",NA,NA,NA,NA,12,NA,"R","R","R","NYM","WSH","S",NA,NA,0,0,2019,1.2734,-0.7186,0.9284,2.5127,NA,NA,NA,1,6,"Bot",NA,NA,NA,NA,543228,NA,"190404_190045",4.7629,-116.837,0.3031,10.748,21.7804,-39.0133,3.1403,1.5368,NA,NA,NA,80.297,2654,6.269,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,54.2303,NA,NA,NA,NA,NA,NA,NA,41,1,"Curveball",0,2,0,2,2,0,0,2,"Standard","Standard",NA
"FF",2019-04-04,92.4,-2.3666,5.9071,"Brandon Nimmo",607043,544931,"field_out","hit_into_play",NA,NA,NA,NA,7,"Brandon Nimmo lines out to left fielder Juan Soto.","R","L","R","NYM","WSH","X",7,"line_drive",3,2,2019,-0.9108,1.0635,-0.2876,1.8072,NA,NA,NA,0,6,"Bot",67.85,89.56,NA,NA,543228,NA,"190404_190000",7.4423,-134.4015,-7.1223,-12.9085,28.0295,-17.5985,3.49,1.601,294,87.3,25.8,93.866,1964,7.088,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.4113,0.074,0.099,0,1,0,0,3,40,7,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",0
"FF",2019-04-04,92.9,-2.407,6.0135,"Brandon Nimmo",607043,544931,NA,"foul",NA,NA,NA,NA,5,NA,"R","L","R","NYM","WSH","S",NA,NA,3,2,2019,-0.9577,1.2287,0.1137,2.8223,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,543228,NA,"190404_185920",8.6011,-135.0724,-5.1058,-13.6766,29.5016,-16.1273,3.49,1.601,130,75.1,74.5,93.248,2005,6.547,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.9526,NA,NA,NA,NA,NA,NA,NA,40,6,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",0
"FT",2019-04-04,93,-2.3156,6.0247,"Brandon Nimmo",607043,544931,NA,"foul",NA,NA,NA,NA,5,NA,"R","L","R","NYM","WSH","S",NA,NA,3,1,2019,-1.0266,0.9596,-0.1724,2.398,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,543228,NA,"190404_185845",7.8326,-135.2728,-5.6931,-14.4572,29.1151,-19.2044,3.49,1.601,NA,NA,NA,93.726,2005,6.71,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.7896,NA,NA,NA,NA,NA,NA,NA,40,5,"2-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",NA
"FF",2019-04-04,92.6,-2.4843,6.0019,"Brandon Nimmo",607043,544931,NA,"called_strike",NA,NA,NA,NA,2,NA,"R","L","R","NYM","WSH","S",NA,NA,3,0,2019,-0.7552,1.4025,-2e-04,2.9092,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,543228,NA,"190404_185824",8.0613,-134.7079,-5.2284,-11.0199,28.6241,-13.9721,2.9684,1.463,NA,NA,NA,93.285,2051,6.662,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.8376,NA,NA,NA,NA,NA,NA,NA,40,4,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",NA
"FF",2019-04-04,92.6,-2.4051,5.9691,"Brandon Nimmo",607043,544931,NA,"ball",NA,NA,NA,NA,7,NA,"R","L","R","NYM","WSH","B",NA,NA,2,0,2019,-0.7572,1.3642,-0.6715,1.4443,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,543228,NA,"190404_185800",6.1582,-134.6598,-8.8668,-10.6588,27.7858,-13.612,3.0666,1.4876,NA,NA,NA,93.584,2078,6.793,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.7061,NA,NA,NA,NA,NA,NA,NA,40,3,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",NA
"CH",2019-04-04,85.4,-2.4087,6.0074,"Brandon Nimmo",607043,544931,NA,"ball",NA,NA,NA,NA,11,NA,"R","L","R","NYM","WSH","B",NA,NA,1,0,2019,-1.3398,0.1567,-1.084,3.1931,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,543228,NA,"190404_185738",6.0395,-124.4374,-0.7027,-15.6053,24.2006,-30.5096,2.9757,1.3401,NA,NA,NA,87.254,1714,7.319,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.1801,NA,NA,NA,NA,NA,NA,NA,40,2,"Changeup",0,2,0,2,2,0,0,2,"Standard","Standard",NA
"FF",2019-04-04,91.3,-2.37,5.9994,"Brandon Nimmo",607043,544931,NA,"ball",NA,NA,NA,NA,14,NA,"R","L","R","NYM","WSH","B",NA,NA,0,0,2019,-0.7398,1.3572,1.6467,1.6785,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,543228,NA,"190404_185720",11.8117,-132.3701,-7.9678,-11.3823,28.4701,-14.4303,3.0909,1.4382,NA,NA,NA,91.867,2024,6.848,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.6519,NA,NA,NA,NA,NA,NA,NA,40,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",NA
"CU",2019-04-04,81.9,-2.546,6.0046,"Noah Syndergaard",592789,544931,"strikeout","swinging_strike_blocked",NA,NA,NA,NA,14,"Noah Syndergaard strikes out swinging.","R","L","R","NYM","WSH","S",2,NA,2,2,2019,0.731,-0.5366,0.5942,1.0128,NA,643446,642708,2,5,"Bot",NA,NA,NA,NA,543228,NA,"190404_184717",5.6878,-119.1459,-3.6913,5.9249,22.313,-36.8197,3.656,1.677,NA,NA,NA,82.155,2729,6.418,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,54.0813,NA,NA,0,1,0,0,NA,35,5,"Curveball",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"CH",2019-04-04,85.9,-2.4749,6.001,"Noah Syndergaard",592789,544931,NA,"called_strike",NA,NA,NA,NA,8,NA,"R","L","R","NYM","WSH","S",NA,NA,2,1,2019,-1.594,0.4557,-0.042,1.9621,NA,643446,642708,2,5,"Bot",NA,NA,NA,NA,543228,NA,"190404_184653",9.1928,-124.8877,-4.2799,-18.9418,25.7827,-26.6017,3.1646,1.5365,NA,NA,NA,86.904,1781,7.032,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.4679,NA,NA,NA,NA,NA,NA,NA,35,4,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"FT",2019-04-04,91.3,-2.3749,5.9804,"Noah Syndergaard",592789,544931,NA,"foul",NA,NA,NA,NA,13,NA,"R","L","R","NYM","WSH","S",NA,NA,2,0,2019,-1.078,0.8345,-1.2267,2.5603,NA,643446,642708,2,5,"Bot",NA,NA,NA,NA,543228,NA,"190404_184607",5.2793,-132.9218,-4.5731,-14.056,28.7925,-21.3879,3.656,1.677,59,68.6,4.1,91.957,1913,6.68,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.8191,NA,NA,NA,NA,NA,NA,NA,35,3,"2-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"FF",2019-04-04,92.2,-2.488,6.0718,"Noah Syndergaard",592789,544931,NA,"ball",NA,NA,NA,NA,13,NA,"R","L","R","NYM","WSH","B",NA,NA,1,0,2019,-1.1288,1.2216,-1.4404,1.3814,NA,643446,642708,2,5,"Bot",NA,NA,NA,NA,543228,NA,"190404_184539",5.1577,-134.0491,-8.7888,-14.8246,29.3385,-15.6351,3.3316,1.6349,NA,NA,NA,92.54,2035,6.568,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.9313,NA,NA,NA,NA,NA,NA,NA,35,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"CU",2019-04-04,79.8,-2.4745,6.0246,"Noah Syndergaard",592789,544931,NA,"ball",NA,NA,NA,NA,13,NA,"R","L","R","NYM","WSH","B",NA,NA,0,0,2019,0.7085,-0.8946,-1.0349,2.0805,NA,643446,642708,2,5,"Bot",NA,NA,NA,NA,543228,NA,"190404_184518",1.8341,-116.1442,-0.1478,5.9187,25.498,-40.377,3.2628,1.6595,NA,NA,NA,79.302,2643,6.326,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,54.1733,NA,NA,NA,NA,NA,NA,NA,35,1,"Curveball",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"CH",2019-04-04,85.9,-2.4477,6.0316,"Juan Lagares",501571,544931,"strikeout","swinging_strike",NA,NA,NA,NA,13,"Juan Lagares strikes out swinging.","R","R","R","NYM","WSH","S",2,NA,1,2,2019,-1.2455,0.1329,-1.2572,1.8354,NA,643446,642708,1,5,"Bot",NA,NA,NA,NA,543228,NA,"190404_184438",5.5232,-125.173,-4.0895,-14.5966,23.3774,-30.1205,3.411,1.565,NA,NA,NA,87.745,1601,7.206,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.2935,NA,NA,0,1,0,0,NA,34,5,"Changeup",0,1,0,1,1,0,0,1,"Standard","Strategic",NA
"CU",2019-04-04,80.2,-2.4456,6.0322,"Juan Lagares",501571,544931,NA,"foul",NA,NA,NA,NA,8,NA,"R","R","R","NYM","WSH","S",NA,NA,1,2,2019,0.9568,-0.7113,-0.1018,2.0267,NA,643446,642708,1,5,"Bot",NA,NA,NA,NA,543228,NA,"190404_184406",3.3804,-116.748,-0.8434,8.0392,21.6195,-38.6868,3.411,1.565,232,81.8,45.3,79.927,2664,6.042,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,54.4571,NA,NA,NA,NA,NA,NA,NA,34,4,"Curveball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"FT",2019-04-04,91.3,-2.2461,5.9975,"Juan Lagares",501571,544931,NA,"swinging_strike",NA,NA,NA,NA,13,NA,"R","R","R","NYM","WSH","S",NA,NA,1,1,2019,-1.4043,0.7526,-0.9853,1.6434,NA,643446,642708,1,5,"Bot",NA,NA,NA,NA,543228,NA,"190404_184332",6.5502,-132.9829,-7.0048,-18.9186,27.5906,-21.4462,3.411,1.565,NA,NA,NA,94.046,1969,7.775,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,52.724,NA,NA,NA,NA,NA,NA,NA,34,3,"2-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"CH",2019-04-04,85.3,-2.438,6.0018,"Juan Lagares",501571,544931,NA,"ball",NA,NA,NA,NA,14,NA,"R","R","R","NYM","WSH","B",NA,NA,0,1,2019,-1.4314,0.2962,0.2077,1.0314,NA,643446,642708,1,5,"Bot",NA,NA,NA,NA,543228,NA,"190404_184306",9.251,-124.0486,-6.1182,-16.821,21.8693,-28.1166,3.2331,1.536,NA,NA,NA,86.603,1723,6.888,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.6112,NA,NA,NA,NA,NA,NA,NA,34,2,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"CU",2019-04-04,79.7,-2.4669,6.0522,"Juan Lagares",501571,544931,NA,"called_strike",NA,NA,NA,NA,7,NA,"R","R","R","NYM","WSH","S",NA,NA,0,0,2019,0.8757,-0.9504,-0.2861,1.92,NA,643446,642708,1,5,"Bot",NA,NA,NA,NA,543228,NA,"190404_184240",3.1521,-116.0582,-0.5535,7.2394,22.3876,-40.8149,3.2628,1.6595,NA,NA,NA,79.503,2723,6.182,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,54.317,NA,NA,NA,NA,NA,NA,NA,34,1,"Curveball",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"FT",2019-04-04,91.4,-2.2371,5.992,"Amed Rosario",642708,544931,"field_error","hit_into_play_no_out",NA,NA,NA,NA,13,"Amed Rosario reaches on a fielding error by third baseman Anthony Rendon.   Jeff McNeil to 2nd.","R","R","R","NYM","WSH","X",5,"ground_ball",1,0,2019,-1.7744,0.886,-1.081,2.0185,NA,NA,643446,1,5,"Bot",103.03,166.12,NA,NA,543228,NA,"190404_184150",7.1183,-133.1579,-6.3426,-23.6374,27.0622,-19.9437,3.467,1.589,48,104.1,0.5,94.049,2010,7.659,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,52.8402,0.505,0.458,0.9,1,0,0,4,33,2,"2-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"CU",2019-04-04,81,-2.3543,6.0473,"Amed Rosario",642708,544931,NA,"blocked_ball",NA,NA,NA,NA,14,NA,"R","R","R","NYM","WSH","B",NA,NA,0,0,2019,0.823,-0.5842,1.696,0.4199,NA,NA,643446,1,5,"Bot",NA,NA,NA,NA,543228,NA,"190404_184104",7.4775,-117.7324,-4.7575,6.1115,23.9406,-36.8494,3.3119,1.6026,NA,NA,NA,80.88,2648,6.432,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,54.0671,NA,NA,NA,NA,NA,NA,NA,33,1,"Curveball",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"CU",2019-04-04,80.5,-2.4977,6.0239,"Jeff McNeil",643446,544931,"force_out","hit_into_play",NA,NA,NA,NA,4,"Jeff McNeil grounds into a force out, shortstop Wilmer Difo to second baseman Brian Dozier.   Wilson Ramos out at 2nd.    Jeff McNeil to 1st.","R","L","R","NYM","WSH","X",6,"ground_ball",0,1,2019,1.137,-0.5655,-0.7791,2.3431,NA,NA,467092,0,5,"Bot",126.66,141.89,NA,NA,543228,NA,"190404_184022",1.6721,-117.2006,-0.3855,9.9584,24.0257,-37.4682,3.467,1.589,9,97.4,-13.4,79.914,2689,6.048,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,54.4518,0.232,0.196,0,1,0,0,2,32,2,"Curveball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"FF",2019-04-04,92.6,-2.5207,6.015,"Jeff McNeil",643446,544931,NA,"foul",NA,NA,NA,NA,4,NA,"R","L","R","NYM","WSH","S",NA,NA,0,0,2019,-1.0418,1.5364,-0.6861,2.6732,NA,NA,467092,0,5,"Bot",NA,NA,NA,NA,543228,NA,"190404_183956",7.0428,-134.5365,-6.0708,-14.4313,33.6259,-12.1938,3.411,1.565,148,78.2,76.9,92.627,2063,6.74,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.7597,NA,NA,NA,NA,NA,NA,NA,32,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"FT",2019-04-04,93,-2.2043,5.9936,"Wilson Ramos",467092,544931,"single","hit_into_play_no_out",NA,NA,NA,NA,13,"Wilson Ramos singles on a ground ball to left fielder Juan Soto.","R","R","R","NYM","WSH","X",7,"ground_ball",0,1,2019,-1.5493,1.0886,-0.9999,1.6537,NA,NA,NA,0,5,"Bot",84.85,137.53,NA,NA,543228,NA,"190404_183903",6.5558,-135.1593,-7.7601,-20.6015,30.7939,-17.1884,3.411,1.565,130,91.5,8.4,93.297,2096,6.637,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.8625,0.582,0.521,0.9,1,1,0,4,31,2,"2-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Strategic",0
"FT",2019-04-04,92.5,-2.3021,6.0105,"Wilson Ramos",467092,544931,NA,"foul",NA,NA,NA,NA,8,NA,"R","R","R","NYM","WSH","S",NA,NA,0,0,2019,-1.8559,1.0681,-0.0664,1.9814,NA,NA,NA,0,5,"Bot",NA,NA,NA,NA,543228,NA,"190404_183812",9.8636,-134.173,-6.7654,-24.893,32.1637,-17.8019,3.411,1.565,NA,NA,NA,92.551,2034,6.741,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.758,NA,NA,NA,NA,NA,NA,NA,31,1,"2-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Strategic",NA
"CH",2019-04-04,86.4,-2.433,5.9489,"Michael Conforto",624424,544931,"strikeout","swinging_strike_blocked",NA,NA,NA,NA,13,"Michael Conforto strikes out swinging.","R","L","R","NYM","WSH","S",2,NA,1,2,2019,-1.6106,0.2031,-0.8387,0.7056,NA,NA,429664,2,4,"Bot",NA,NA,NA,NA,543228,NA,"190404_182451",7.1879,-125.6333,-6.7075,-18.7597,26.4702,-28.7871,3.411,1.565,NA,NA,NA,86.942,1584,6.764,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.7357,NA,NA,0,1,0,0,NA,27,5,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"FT",2019-04-04,92,-2.2952,5.9762,"Michael Conforto",624424,544931,NA,"foul",NA,NA,NA,NA,1,NA,"R","L","R","NYM","WSH","S",NA,NA,1,2,2019,-1.1913,1.1162,-0.517,3.0081,NA,NA,429664,2,4,"Bot",NA,NA,NA,NA,543228,NA,"190404_182409",7.1829,-133.8086,-4.173,-16.0362,28.3703,-17.8838,3.411,1.565,NA,NA,NA,92.749,2048,6.723,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.7767,NA,NA,NA,NA,NA,NA,NA,27,4,"2-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"CU",2019-04-04,78.8,-2.2799,6.0306,"Michael Conforto",624424,544931,NA,"called_strike",NA,NA,NA,NA,2,NA,"R","L","R","NYM","WSH","S",NA,NA,1,1,2019,1.0662,-0.4613,0.1867,2.5483,NA,NA,429664,2,4,"Bot",NA,NA,NA,NA,543228,NA,"190404_182341",3.3807,-114.6284,0.171,8.5515,23.3258,-36.4582,3.0296,1.3521,NA,NA,NA,78.155,2678,6.081,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,54.4184,NA,NA,NA,NA,NA,NA,NA,27,3,"Curveball",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"FF",2019-04-04,92,-2.3742,5.951,"Michael Conforto",624424,544931,NA,"ball",NA,NA,NA,NA,11,NA,"R","L","R","NYM","WSH","B",NA,NA,0,1,2019,-0.939,1.2098,-0.2753,3.4749,NA,NA,429664,2,4,"Bot",NA,NA,NA,NA,543228,NA,"190404_182320",7.5212,-134.0316,-3.2094,-13.1732,27.6193,-16.7089,3.005,1.4013,NA,NA,NA,93.523,1992,7.02,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.4798,NA,NA,NA,NA,NA,NA,NA,27,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"CH",2019-04-04,85.8,-2.3975,6.033,"Michael Conforto",624424,544931,NA,"foul",NA,NA,NA,NA,8,NA,"R","L","R","NYM","WSH","S",NA,NA,0,0,2019,-1.4459,0.5795,-0.1492,1.9082,NA,NA,429664,2,4,"Bot",NA,NA,NA,NA,543228,NA,"190404_182246",8.4275,-124.8654,-4.8251,-17.1147,22.1684,-25.2165,3.411,1.565,5,83.5,-23.5,87.38,1720,7.018,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.4818,NA,NA,NA,NA,NA,NA,NA,27,1,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",0
"FT",2019-04-04,93.2,-2.2377,5.9963,"Robinson Cano",429664,544931,"walk","ball",NA,NA,NA,NA,14,"Robinson Cano walks.","R","L","R","NYM","WSH","B",NA,NA,3,2,2019,-1.4098,0.8559,1.0306,1.7272,NA,NA,NA,2,4,"Bot",NA,NA,NA,NA,543228,NA,"190404_182201",11.6737,-135.2701,-7.2134,-20.094,26.5572,-20.1154,3.4224,1.598,NA,NA,NA,94.468,1940,6.947,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.5521,NA,NA,0.7,1,0,0,NA,26,8,"2-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard",NA
"FT",2019-04-04,93.5,-2.2233,6.0196,"Robinson Cano",429664,544931,NA,"foul",NA,NA,NA,NA,5,NA,"R","L","R","NYM","WSH","S",NA,NA,3,2,2019,-1.3232,0.7395,-0.1197,2.5829,NA,NA,NA,2,4,"Bot",NA,NA,NA,NA,543228,NA,"190404_182135",8.5838,-136.1602,-4.9314,-18.7876,27.2378,-21.8023,3.371,1.535,289,92.1,45,95.5,2072,7.205,565990,544931,543228,475582,572821,543685,594694,665742,645302,594809,53.2947,NA,NA,NA,NA,NA,NA,NA,26,7,"2-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard",0
